error_code,failure_class,payment_method,amount_paise,past_successes,past_failures,hour_of_day,is_international,retry_count,card_network,recommended_action
debit_instrument_blocked,HARD_METHOD_DEAD,card,48170,7,1,12,0,1,RuPay,contact_bank
bank_not_available,NETWORK_TIMEOUT,card,61397,6,4,15,0,3,RuPay,retry_later
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,165987,1,1,10,0,0,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,upi,23473,4,2,16,0,0,N/A,vendor_review
otp_attempts_exceeded,HARD_METHOD_DEAD,card,737322,13,0,21,0,1,Mastercard,use_different_card
mandate_creation_expired,SOFT_RETRYABLE,upi,49990,14,6,21,0,4,N/A,retry_now
card_declined,HARD_METHOD_DEAD,card,499079,18,3,18,0,1,RuPay,use_different_method
payment_timed_out,NETWORK_TIMEOUT,card,49990,15,0,14,0,1,RuPay,retry_now
credit_failed,SOFT_RETRYABLE,upi,19990,15,2,22,0,2,N/A,use_different_method
payment_cancelled,SOFT_RETRYABLE,card,663821,19,0,13,0,3,RuPay,retry_now
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,302907,12,8,12,0,0,N/A,use_different_method
card_expired,HARD_METHOD_DEAD,card,116949,2,5,17,0,0,Visa,use_different_card
insufficient_funds,SOFT_RETRYABLE,card,146835,2,3,12,0,3,Visa,retry_later
record_not_found,NETWORK_TIMEOUT,card,99990,8,1,19,0,5,RuPay,retry_later
merchant_not_activated,UNKNOWN,card,19990,19,3,22,0,0,Mastercard,contact_support
transaction_daily_limit_exceeded,SOFT_RETRYABLE,netbanking,163707,1,6,18,0,1,N/A,use_different_method
psp_not_registered,HARD_METHOD_DEAD,upi,37841,15,1,18,0,1,N/A,use_different_method
bank_technical_error,NETWORK_TIMEOUT,upi,299900,14,0,12,0,3,N/A,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,141372,0,3,20,0,1,RuPay,use_different_method
credit_failed,SOFT_RETRYABLE,upi,49990,13,0,12,0,2,N/A,use_different_method
verification_failed,NETWORK_TIMEOUT,card,354554,19,0,22,0,4,AMEX,retry_later
incorrect_atm_pin,SOFT_RETRYABLE,netbanking,999000,12,7,21,0,3,N/A,retry_now
payment_risk_check_failed,RISK_FLAGGED,netbanking,35370,1,3,10,0,2,N/A,vendor_review
service_unavailable,NETWORK_TIMEOUT,upi,19990,15,1,12,0,2,N/A,retry_later
payment_session_expired,SOFT_RETRYABLE,card,139966,14,0,22,0,2,Visa,retry_now
payment_cancelled,SOFT_RETRYABLE,card,98973,15,5,15,0,2,Visa,retry_now
gateway_error,NETWORK_TIMEOUT,card,19990,7,6,11,0,4,Mastercard,retry_later
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,49990,7,10,22,0,0,N/A,use_different_method
payment_timed_out,NETWORK_TIMEOUT,netbanking,151908,9,0,22,0,4,N/A,retry_now
incorrect_atm_pin,SOFT_RETRYABLE,card,146929,1,4,14,0,1,Visa,retry_now
payment_amount_tampered,RISK_FLAGGED,card,99990,1,8,14,0,0,Mastercard,vendor_review
credit_failed,SOFT_RETRYABLE,upi,110103,12,1,16,0,3,N/A,use_different_method
user_not_registered_for_netbanking,HARD_METHOD_DEAD,netbanking,499900,2,2,12,0,0,N/A,use_different_method
transaction_limit_exceeded,SOFT_RETRYABLE,card,162660,11,2,16,1,1,Mastercard,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,499900,7,0,19,0,2,N/A,retry_now
psp_not_registered,HARD_METHOD_DEAD,upi,71689,15,0,19,0,0,N/A,use_different_method
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,159338,13,0,12,0,2,N/A,retry_later
payment_timed_out,NETWORK_TIMEOUT,card,99900,17,2,2,0,2,Mastercard,retry_now
credit_limit_not_approved,HARD_METHOD_DEAD,netbanking,105594,10,1,15,0,0,N/A,use_different_method
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,299900,12,6,19,0,0,N/A,use_different_method
mcc_amount_limit_exceeded,HARD_METHOD_DEAD,upi,149056,9,3,15,0,0,N/A,use_different_method
mandate_creation_expired,SOFT_RETRYABLE,upi,999000,15,1,15,0,2,N/A,retry_now
compliance_violation,UNKNOWN,upi,186314,1,0,5,0,1,N/A,contact_support
psp_app_not_supported,HARD_METHOD_DEAD,upi,10593,13,4,19,0,0,N/A,use_different_method
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,473057,8,8,22,0,2,Mastercard,use_different_method
mandate_creation_expired,SOFT_RETRYABLE,upi,19990,13,3,20,1,1,N/A,retry_now
otp_attempts_exceeded,HARD_METHOD_DEAD,card,99900,11,0,14,0,0,Mastercard,use_different_card
payment_collect_request_expired,SOFT_RETRYABLE,upi,999000,12,0,11,0,2,N/A,retry_now
credit_failed,SOFT_RETRYABLE,upi,331047,14,8,22,0,2,N/A,use_different_method
user_not_registered_for_netbanking,HARD_METHOD_DEAD,netbanking,999000,9,10,13,0,0,N/A,use_different_method
gateway_error,NETWORK_TIMEOUT,upi,99990,3,7,15,0,3,N/A,retry_later
credit_limit_exceeded,HARD_METHOD_DEAD,netbanking,19990,16,0,13,0,0,N/A,use_different_method
payment_session_expired,SOFT_RETRYABLE,card,170873,19,5,15,0,4,RuPay,retry_now
payment_amount_tampered,RISK_FLAGGED,card,999000,6,2,16,0,1,Mastercard,vendor_review
credit_failed,SOFT_RETRYABLE,upi,19990,10,0,14,0,1,N/A,use_different_method
invalid_amount,UNKNOWN,card,99990,4,1,19,0,1,Visa,contact_support
incorrect_cardholder_name,SOFT_RETRYABLE,card,125599,5,8,22,1,2,Visa,check_card_details
payment_amount_tampered,RISK_FLAGGED,upi,84327,0,0,13,0,0,N/A,vendor_review
record_not_found,NETWORK_TIMEOUT,card,43679,9,1,20,0,2,Mastercard,retry_later
service_unavailable,NETWORK_TIMEOUT,card,73796,15,1,19,0,4,Visa,retry_later
credit_failed,SOFT_RETRYABLE,upi,152955,16,0,13,0,2,N/A,use_different_method
psp_not_available,NETWORK_TIMEOUT,card,473021,19,1,10,0,2,Visa,retry_later
pin_not_set,HARD_METHOD_DEAD,upi,199900,18,1,22,0,1,N/A,use_different_method
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,49990,11,0,12,1,2,RuPay,use_different_method
deemed_transaction,SOFT_RETRYABLE,card,270740,19,3,19,0,3,RuPay,retry_later
service_unavailable,NETWORK_TIMEOUT,upi,318981,16,1,14,0,1,N/A,retry_later
debit_instrument_inactive,HARD_METHOD_DEAD,card,299900,18,1,16,0,0,RuPay,contact_bank
bank_cutoff_in_progress,NETWORK_TIMEOUT,card,999000,16,0,20,0,4,RuPay,retry_later
bank_account_invalid,HARD_METHOD_DEAD,upi,135136,5,5,14,0,0,N/A,use_different_method
debit_instrument_blocked,HARD_METHOD_DEAD,card,99900,2,0,21,0,0,Visa,contact_bank
payment_cancelled,SOFT_RETRYABLE,card,58579,11,4,22,0,1,RuPay,retry_now
incorrect_card_expiry_date,SOFT_RETRYABLE,card,999000,16,0,7,0,4,Visa,check_card_details
merchant_not_activated,UNKNOWN,card,309187,5,3,15,0,2,RuPay,contact_support
psp_app_not_available,NETWORK_TIMEOUT,card,99900,17,0,20,0,1,RuPay,retry_later
server_error,NETWORK_TIMEOUT,card,299900,14,0,7,0,1,Mastercard,retry_later
live_mode_not_enabled,UNKNOWN,netbanking,30074,10,4,13,0,1,N/A,contact_support
incorrect_card_expiry_date,SOFT_RETRYABLE,netbanking,27559,7,0,18,0,2,N/A,check_card_details
payment_pending,SOFT_RETRYABLE,card,82582,5,2,14,0,2,RuPay,retry_later
vpa_resolution_failed,NETWORK_TIMEOUT,upi,181191,7,3,18,0,2,N/A,retry_later
debit_instrument_inactive,HARD_METHOD_DEAD,card,24378,1,3,12,0,0,Visa,contact_bank
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,191823,13,0,21,0,4,Visa,use_different_method
bank_technical_error,NETWORK_TIMEOUT,netbanking,147208,12,7,15,0,1,N/A,retry_later
service_unavailable,NETWORK_TIMEOUT,upi,199900,3,0,13,0,2,N/A,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,175472,9,1,11,0,1,N/A,use_different_method
payment_pending,SOFT_RETRYABLE,card,488302,20,1,22,0,3,Visa,retry_later
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,333116,9,1,0,0,4,N/A,use_different_method
service_unavailable,NETWORK_TIMEOUT,netbanking,38057,17,0,22,0,5,N/A,retry_later
gateway_technical_error,NETWORK_TIMEOUT,upi,28041,7,6,14,0,1,N/A,retry_later
payment_amount_tampered,RISK_FLAGGED,upi,85427,14,0,10,0,1,N/A,vendor_review
credit_failed,SOFT_RETRYABLE,upi,263098,17,0,19,0,2,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,19990,5,3,14,0,2,N/A,use_different_method
payment_timed_out,NETWORK_TIMEOUT,upi,99900,12,0,16,0,2,N/A,retry_now
bank_not_available,NETWORK_TIMEOUT,card,168615,7,0,10,0,3,Visa,retry_later
bank_not_available,NETWORK_TIMEOUT,card,13072,15,0,22,0,2,Visa,retry_later
debit_instrument_blocked,HARD_METHOD_DEAD,card,21147,1,0,4,0,1,Visa,contact_bank
pin_attempts_exceeded,HARD_METHOD_DEAD,card,196895,7,0,14,0,0,AMEX,use_different_card
mandate_creation_declined,HARD_METHOD_DEAD,upi,105600,3,0,21,0,0,N/A,use_different_method
card_number_invalid,SOFT_RETRYABLE,card,147115,17,0,20,0,4,Mastercard,check_card_details
user_not_eligible,HARD_METHOD_DEAD,netbanking,297637,2,8,21,1,0,N/A,use_different_method
incorrect_card_details,SOFT_RETRYABLE,card,56480,13,0,16,0,1,Visa,check_card_details
incorrect_cvv,SOFT_RETRYABLE,netbanking,318171,5,6,11,0,2,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,upi,89246,4,2,12,0,1,N/A,vendor_review
mandate_creation_expired,SOFT_RETRYABLE,upi,276002,13,2,11,0,4,N/A,retry_now
incorrect_cvv,SOFT_RETRYABLE,netbanking,416977,19,1,20,0,1,N/A,retry_now
card_number_invalid,SOFT_RETRYABLE,card,178067,7,3,21,0,1,RuPay,check_card_details
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,271997,5,0,10,0,5,N/A,retry_later
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,67477,15,1,17,0,0,RuPay,enable_online_transactions
request_timed_out,NETWORK_TIMEOUT,upi,84864,12,2,1,0,3,N/A,retry_now
payment_failed,SOFT_RETRYABLE,netbanking,105045,12,2,10,0,2,N/A,retry_later
card_not_enrolled,HARD_METHOD_DEAD,card,107050,10,6,20,0,1,Visa,enable_online_transactions
emi_plan_unavailable,HARD_METHOD_DEAD,netbanking,68998,0,1,6,0,0,N/A,use_different_method
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,199900,14,2,21,0,4,N/A,retry_later
invalid_order_id,UNKNOWN,card,99990,7,3,12,0,2,Mastercard,retry_now
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,499900,19,0,0,0,3,N/A,use_different_method
incorrect_cardholder_name,SOFT_RETRYABLE,netbanking,69372,10,0,13,0,1,N/A,check_card_details
card_not_enrolled,HARD_METHOD_DEAD,card,14713,1,0,19,0,1,Visa,enable_online_transactions
service_unavailable,NETWORK_TIMEOUT,card,177884,12,2,23,0,5,Visa,retry_later
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,488506,2,1,14,0,2,Visa,use_different_method
payment_failed,SOFT_RETRYABLE,card,860954,13,4,16,0,2,Mastercard,retry_later
invalid_amount,UNKNOWN,card,195476,9,1,19,0,0,Visa,contact_support
incorrect_pin,SOFT_RETRYABLE,card,999000,10,1,20,0,2,Mastercard,retry_now
insufficient_funds,SOFT_RETRYABLE,card,100704,4,1,19,0,1,Visa,retry_later
payment_session_expired,SOFT_RETRYABLE,card,271075,11,2,17,0,2,RuPay,retry_now
payment_amount_tampered,RISK_FLAGGED,card,102354,2,3,11,0,0,RuPay,vendor_review
deemed_transaction,SOFT_RETRYABLE,card,404145,6,0,9,0,2,Visa,retry_later
server_error,NETWORK_TIMEOUT,card,49566,6,1,22,1,2,Visa,retry_later
mandate_creation_timeout,NETWORK_TIMEOUT,upi,73269,15,2,4,0,1,N/A,retry_later
bank_not_available,NETWORK_TIMEOUT,netbanking,193444,17,0,10,0,3,N/A,retry_later
mandate_creation_timeout,NETWORK_TIMEOUT,card,211687,12,1,10,0,2,Mastercard,retry_later
bank_account_invalid,HARD_METHOD_DEAD,upi,99900,19,2,18,0,0,N/A,use_different_method
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,54299,7,0,20,0,0,Visa,enable_online_transactions
mandate_creation_expired,SOFT_RETRYABLE,upi,158337,13,1,22,0,3,N/A,retry_now
payment_risk_check_failed,RISK_FLAGGED,upi,250894,5,3,17,0,2,N/A,vendor_review
payment_amount_tampered,RISK_FLAGGED,card,142468,5,0,15,0,2,Visa,vendor_review
mandate_creation_expired,SOFT_RETRYABLE,upi,23922,9,3,17,0,2,N/A,retry_now
payment_session_expired,SOFT_RETRYABLE,card,87359,10,9,15,0,1,Mastercard,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,299900,9,0,14,0,1,N/A,retry_now
mandate_creation_declined,HARD_METHOD_DEAD,upi,17958,1,4,20,0,1,N/A,use_different_method
psp_not_available,NETWORK_TIMEOUT,card,51397,8,4,16,0,5,AMEX,retry_later
mandate_creation_timeout,NETWORK_TIMEOUT,upi,49990,2,6,0,0,4,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,netbanking,193194,4,1,20,0,0,N/A,vendor_review
otp_attempts_exceeded,HARD_METHOD_DEAD,card,97726,1,0,12,0,0,Mastercard,use_different_card
merchant_not_activated,UNKNOWN,card,423092,8,1,17,0,0,Mastercard,contact_support
incorrect_cardholder_name,SOFT_RETRYABLE,card,99990,1,0,15,0,2,Mastercard,check_card_details
credit_failed,SOFT_RETRYABLE,upi,199900,7,2,20,0,2,N/A,use_different_method
transaction_limit_exceeded,SOFT_RETRYABLE,card,299900,12,1,16,0,4,Visa,use_different_method
mandate_creation_expired,SOFT_RETRYABLE,upi,173787,7,2,19,0,4,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,card,49990,7,2,14,1,2,Visa,retry_later
psp_not_available,NETWORK_TIMEOUT,card,19990,11,4,10,0,5,Mastercard,retry_later
mandate_creation_declined,HARD_METHOD_DEAD,upi,299900,10,0,15,0,0,N/A,use_different_method
payment_session_expired,SOFT_RETRYABLE,card,79698,7,3,14,0,3,Visa,retry_now
payment_amount_tampered,RISK_FLAGGED,card,99990,19,1,8,0,0,Visa,vendor_review
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,125450,6,3,10,0,0,RuPay,enable_online_transactions
incorrect_pin,SOFT_RETRYABLE,card,194961,8,0,11,0,2,RuPay,retry_now
invalid_vpa,SOFT_RETRYABLE,upi,499900,10,4,22,0,3,N/A,retry_now
incorrect_otp,SOFT_RETRYABLE,card,136127,15,3,22,0,1,Visa,retry_now
debit_instrument_blocked,HARD_METHOD_DEAD,card,49990,2,0,6,0,0,Mastercard,contact_bank
payment_collect_request_expired,SOFT_RETRYABLE,upi,299900,14,0,19,0,3,N/A,retry_now
vpa_resolution_failed,NETWORK_TIMEOUT,upi,339590,5,1,10,0,5,N/A,retry_later
bank_technical_error,NETWORK_TIMEOUT,upi,299900,4,2,10,0,3,N/A,retry_later
input_validation_failed,UNKNOWN,card,440884,11,1,18,1,0,Visa,check_card_details
credit_limit_inactive,HARD_METHOD_DEAD,netbanking,157308,10,0,21,0,0,N/A,use_different_method
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,158792,19,0,15,0,0,N/A,use_different_method
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,481213,1,2,1,0,0,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,upi,99900,17,4,19,0,1,N/A,vendor_review
incorrect_cardholder_name,SOFT_RETRYABLE,card,99990,16,9,15,0,2,Mastercard,check_card_details
incorrect_card_expiry_date,SOFT_RETRYABLE,netbanking,375801,2,0,5,0,2,N/A,check_card_details
payment_risk_check_failed,RISK_FLAGGED,card,120578,0,1,12,0,1,Mastercard,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,49990,12,1,19,0,2,N/A,use_different_method
service_unavailable,NETWORK_TIMEOUT,card,19990,6,9,19,0,4,Mastercard,retry_later
payment_collect_request_expired,SOFT_RETRYABLE,upi,499900,14,8,12,0,4,N/A,retry_now
card_number_invalid,SOFT_RETRYABLE,card,69294,1,3,5,0,1,Mastercard,check_card_details
payment_pending,SOFT_RETRYABLE,card,125951,15,6,11,0,1,RuPay,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,999000,1,6,16,0,0,Visa,vendor_review
transaction_limit_exceeded,SOFT_RETRYABLE,card,17718,8,0,16,0,2,RuPay,use_different_method
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,upi,130008,3,5,13,0,4,N/A,retry_later
pin_not_set,HARD_METHOD_DEAD,upi,39051,16,2,19,0,0,N/A,use_different_method
compliance_violation,UNKNOWN,upi,191212,14,1,18,0,1,N/A,contact_support
incorrect_cardholder_name,SOFT_RETRYABLE,card,299900,14,0,19,0,1,Mastercard,check_card_details
credit_limit_not_approved,HARD_METHOD_DEAD,netbanking,92057,5,2,2,0,0,N/A,use_different_method
mandate_creation_expired,SOFT_RETRYABLE,upi,189641,3,5,10,0,4,N/A,retry_now
payment_pending,SOFT_RETRYABLE,card,122873,13,3,22,0,4,Visa,retry_later
incorrect_card_expiry_date,SOFT_RETRYABLE,card,367916,9,0,14,0,2,Mastercard,check_card_details
psp_app_not_available,NETWORK_TIMEOUT,upi,169743,18,1,20,0,4,N/A,retry_later
payment_pending,SOFT_RETRYABLE,netbanking,33337,8,7,14,0,1,N/A,retry_later
incorrect_cvv,SOFT_RETRYABLE,netbanking,80866,18,1,21,0,1,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,52669,6,3,18,0,0,Visa,vendor_review
debit_instrument_inactive,HARD_METHOD_DEAD,card,47667,12,0,17,0,0,Visa,contact_bank
payment_declined_due_to_high_traffic,NETWORK_TIMEOUT,card,280371,5,0,18,0,2,Visa,retry_later
request_timed_out,NETWORK_TIMEOUT,card,299900,12,0,10,0,3,Visa,retry_now
vpa_resolution_failed,NETWORK_TIMEOUT,card,765929,8,3,14,0,4,AMEX,retry_later
funds_blocked_by_mandate,HARD_METHOD_DEAD,upi,299900,17,0,14,1,0,N/A,use_different_method
incorrect_card_expiry_date,SOFT_RETRYABLE,card,49990,6,0,21,0,1,Mastercard,check_card_details
payment_failed,SOFT_RETRYABLE,card,389202,10,3,16,0,1,Visa,retry_later
order_already_paid,UNKNOWN,netbanking,64374,13,1,13,0,1,N/A,no_action
service_unavailable,NETWORK_TIMEOUT,card,143864,3,8,2,1,4,Visa,retry_later
incorrect_atm_pin,SOFT_RETRYABLE,card,47840,12,0,18,0,2,Mastercard,retry_now
card_number_invalid,SOFT_RETRYABLE,card,93335,11,3,13,0,4,Mastercard,check_card_details
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,99990,12,2,20,0,4,N/A,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,99900,5,1,15,0,1,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,19990,12,0,22,0,0,Visa,vendor_review
bank_account_invalid,HARD_METHOD_DEAD,upi,112462,7,1,12,0,0,N/A,use_different_method
incorrect_pin,SOFT_RETRYABLE,netbanking,34596,15,2,18,0,3,N/A,retry_now
card_declined,HARD_METHOD_DEAD,card,99900,6,1,17,0,0,RuPay,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,499900,17,0,12,0,4,N/A,retry_now
card_expired,HARD_METHOD_DEAD,card,222192,2,0,19,0,0,Visa,use_different_card
invalid_vpa,SOFT_RETRYABLE,upi,307590,13,0,10,0,3,N/A,retry_now
invalid_amount,UNKNOWN,card,326685,6,0,0,0,2,AMEX,contact_support
invalid_vpa,SOFT_RETRYABLE,upi,19990,18,5,21,0,2,N/A,retry_now
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,153323,4,9,11,0,2,Visa,use_different_method
invalid_vpa,SOFT_RETRYABLE,upi,49990,11,3,17,0,2,N/A,retry_now
psp_app_not_available,NETWORK_TIMEOUT,netbanking,206604,20,1,17,0,4,N/A,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,122015,2,8,19,0,2,N/A,retry_now
gateway_error,NETWORK_TIMEOUT,card,409739,9,3,15,0,2,Mastercard,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,199900,15,5,10,0,2,Mastercard,check_card_details
invalid_vpa,SOFT_RETRYABLE,upi,472503,15,4,20,0,2,N/A,retry_now
psp_app_not_supported,HARD_METHOD_DEAD,upi,999000,16,0,16,0,0,N/A,use_different_method
invalid_device,HARD_METHOD_DEAD,upi,999000,6,0,20,0,0,N/A,use_different_method
upi_app_technical_error,NETWORK_TIMEOUT,card,59418,13,1,10,0,3,Visa,retry_later
mandate_creation_expired,SOFT_RETRYABLE,upi,54629,10,1,13,0,2,N/A,retry_now
bank_technical_error,NETWORK_TIMEOUT,upi,499900,0,1,16,0,5,N/A,retry_later
transaction_on_vpa_restricted,HARD_METHOD_DEAD,upi,84943,1,1,13,0,0,N/A,use_different_method
credit_failed,SOFT_RETRYABLE,upi,199900,16,2,10,0,2,N/A,use_different_method
gateway_technical_error,NETWORK_TIMEOUT,netbanking,299900,10,1,14,0,2,N/A,retry_later
card_number_invalid,SOFT_RETRYABLE,card,171671,6,0,12,0,1,AMEX,check_card_details
card_type_invalid,HARD_METHOD_DEAD,card,427297,18,3,13,0,0,Visa,use_different_card
otp_attempts_exceeded,HARD_METHOD_DEAD,card,108345,9,5,14,0,0,Mastercard,use_different_card
bank_not_available,NETWORK_TIMEOUT,card,50603,10,2,20,0,2,Visa,retry_later
credit_failed,SOFT_RETRYABLE,upi,99900,19,1,11,0,1,N/A,use_different_method
live_mode_not_enabled,UNKNOWN,netbanking,499900,2,2,11,0,2,N/A,contact_support
order_amount_mismatch,UNKNOWN,card,99990,4,2,21,0,3,Visa,retry_now
card_number_invalid,SOFT_RETRYABLE,card,99900,11,1,10,0,2,Visa,check_card_details
payment_collect_request_expired,SOFT_RETRYABLE,upi,50292,0,8,21,0,4,N/A,retry_now
card_type_invalid,HARD_METHOD_DEAD,card,57460,17,3,13,0,0,RuPay,use_different_card
card_number_invalid,SOFT_RETRYABLE,netbanking,40762,8,5,17,0,3,N/A,check_card_details
bank_technical_error,NETWORK_TIMEOUT,card,446888,15,6,16,0,4,RuPay,retry_later
transaction_on_vpa_restricted,HARD_METHOD_DEAD,upi,171692,11,1,10,0,0,N/A,use_different_method
bank_not_available,NETWORK_TIMEOUT,card,110679,4,0,22,0,4,RuPay,retry_later
transaction_on_vpa_restricted,HARD_METHOD_DEAD,upi,117400,3,3,9,0,0,N/A,use_different_method
payment_risk_check_failed,RISK_FLAGGED,netbanking,90116,8,6,6,0,2,N/A,vendor_review
payment_timed_out,NETWORK_TIMEOUT,upi,84249,4,3,17,0,3,N/A,retry_now
card_number_invalid,SOFT_RETRYABLE,netbanking,26965,10,0,14,0,1,N/A,check_card_details
debit_instrument_inactive,HARD_METHOD_DEAD,card,42447,4,3,10,0,1,AMEX,contact_bank
transaction_daily_count_exceeded,SOFT_RETRYABLE,card,133485,2,2,13,0,2,Mastercard,use_different_method
psp_app_not_supported,HARD_METHOD_DEAD,upi,59830,3,1,18,1,0,N/A,use_different_method
psp_not_available,NETWORK_TIMEOUT,card,79423,10,0,12,0,5,Visa,retry_later
card_number_invalid,SOFT_RETRYABLE,card,134472,12,1,21,0,3,Visa,check_card_details
payment_amount_tampered,RISK_FLAGGED,upi,99900,5,0,11,0,2,N/A,vendor_review
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,499900,5,0,5,0,3,N/A,use_different_method
bank_not_available,NETWORK_TIMEOUT,upi,168846,15,0,7,0,4,N/A,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,23802,16,0,21,0,2,N/A,retry_now
upi_app_technical_error,NETWORK_TIMEOUT,card,142488,19,10,18,0,4,RuPay,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,112031,10,0,12,0,3,N/A,retry_now
card_not_enrolled,HARD_METHOD_DEAD,card,66570,10,6,19,0,0,RuPay,enable_online_transactions
verification_failed,NETWORK_TIMEOUT,card,155353,3,1,12,0,3,Visa,retry_later
incorrect_cardholder_name,SOFT_RETRYABLE,card,164823,12,2,17,0,4,Mastercard,check_card_details
insufficient_funds,SOFT_RETRYABLE,card,354818,12,2,16,0,2,Visa,retry_later
bank_account_invalid,HARD_METHOD_DEAD,upi,75887,0,3,22,0,0,N/A,use_different_method
payment_amount_tampered,RISK_FLAGGED,card,144640,19,5,12,0,2,Visa,vendor_review
card_expired,HARD_METHOD_DEAD,card,499900,9,1,20,0,0,Mastercard,use_different_card
record_not_found,NETWORK_TIMEOUT,netbanking,188388,9,1,10,0,4,N/A,retry_later
payment_session_expired,SOFT_RETRYABLE,card,157020,16,5,11,0,2,Mastercard,retry_now
incorrect_atm_pin,SOFT_RETRYABLE,card,163477,11,5,13,0,3,Visa,retry_now
payment_cancelled,SOFT_RETRYABLE,card,886342,12,3,1,0,2,Mastercard,retry_now
psp_app_not_available,NETWORK_TIMEOUT,upi,99900,10,1,20,0,3,N/A,retry_later
merchant_not_activated,UNKNOWN,card,19990,5,1,19,0,0,Mastercard,contact_support
invalid_device,HARD_METHOD_DEAD,upi,404567,19,5,21,0,0,N/A,use_different_method
incorrect_otp,SOFT_RETRYABLE,card,19990,5,1,15,0,1,Visa,retry_now
transaction_daily_limit_exceeded,SOFT_RETRYABLE,netbanking,99900,16,1,13,0,1,N/A,use_different_method
authentication_failed,SOFT_RETRYABLE,card,279162,16,5,11,0,4,Mastercard,retry_now
gateway_technical_error,NETWORK_TIMEOUT,upi,819536,15,7,1,0,2,N/A,retry_later
insufficient_funds,SOFT_RETRYABLE,card,165226,15,0,15,0,1,Visa,retry_later
compliance_violation,UNKNOWN,upi,54637,3,0,21,0,0,N/A,contact_support
transaction_frequency_limit_exceeded,SOFT_RETRYABLE,upi,999000,10,1,18,0,2,N/A,use_different_method
payment_failed,SOFT_RETRYABLE,card,99990,10,4,16,0,2,Mastercard,retry_later
payment_amount_tampered,RISK_FLAGGED,card,359453,10,1,14,0,1,Visa,vendor_review
psp_not_available,NETWORK_TIMEOUT,upi,184934,10,0,10,0,3,N/A,retry_later
payment_amount_tampered,RISK_FLAGGED,upi,144558,11,0,22,0,0,N/A,vendor_review
payment_failed,SOFT_RETRYABLE,card,99990,7,2,22,0,1,Visa,retry_later
card_disabled_for_online_payments,HARD_METHOD_DEAD,card,496436,10,7,19,0,0,Mastercard,enable_online_transactions
invalid_device,HARD_METHOD_DEAD,upi,132358,1,2,22,0,0,N/A,use_different_method
card_expired,HARD_METHOD_DEAD,card,19990,5,1,19,0,1,RuPay,use_different_card
psp_not_available,NETWORK_TIMEOUT,upi,195808,19,4,12,0,3,N/A,retry_later
bank_not_available,NETWORK_TIMEOUT,upi,499900,19,1,19,0,2,N/A,retry_later
invalid_vpa,SOFT_RETRYABLE,upi,49648,8,0,22,0,1,N/A,retry_now
payment_amount_tampered,RISK_FLAGGED,card,99900,5,2,15,0,0,RuPay,vendor_review
mandate_creation_timeout,NETWORK_TIMEOUT,upi,187354,10,5,22,0,4,N/A,retry_later
payment_risk_check_failed,RISK_FLAGGED,card,246316,15,3,22,0,0,Mastercard,vendor_review
upi_app_technical_error,NETWORK_TIMEOUT,card,893409,11,6,18,0,1,RuPay,retry_later
